name,url,description,address,latitude,longitude,ticketed_events,fully_booked
"Walking the Strand: Power, wealth and empire",https://openhouselondon.open-city.org.uk/listings/10394,The story of the Strand is inextricably interwoven with that of London itself. Its unique position connecting the centre of political power in Westminster and financial power in the City has defined its usage and presentation for centuries.,"Victoria Embankment, WC2R 2PH",51.5108308,-0.114052,True,True
