name,url,description,address,latitude,longitude,start_time,end_time,ticketed_events,fully_booked
Billingsgate Roman House & Baths,https://programme.openhouse.org.uk/listings/5296,"Some of London's best Roman remains, comprising late 2C house with a 3C bath house built within its courtyard. First discovered in 1848.","101 Lower Thames Street, EC3R 6DL",51.50928,-0.08305,11:00:00,14:45:00,Yes,Yes
Birds Portchmouth Russum Architects  - Open Office,https://programme.openhouse.org.uk/listings/13660,The office is an extraordinary gallery of sublime hand drawings and exquisite models of uniquely joyous architectural projects developed over 35 years that have been exhibited regularly at the Royal Academy Summer Show and in exhibitions around the world. Drop in and the founding directors will be on hand to explain and discuss the wonderful exhibits.,"Unit 11 , Union Wharf., 23 Wenlock Road, N1 7SB",51.53226,-0.09498,10:00:00,17:00:00,No,
Bloomsbury marginalia – working-class lives in Bloomsbury,https://programme.openhouse.org.uk/listings/13658,"Discover the many ordinary and working class people who lived and worked in Bloomsbury. Join me on a tour of Bloomsbury's mews and back streets to learn about slum quarters and social housing, street traders and factories, listening to marginalised voices from the time along the way.","The Bloomsbury Hotel, 16-22 Great Russell Street, WC1B 3NN",51.51725,-0.12895,09:30:00,11:00:00,Yes,Yes
Boston Manor House,https://programme.openhouse.org.uk/listings/10142,"Boston Manor House is a Jacobean House built for Lady Mary Reade in 1623 and later owned by the Clitherow family from the 1670s until the 1920s. The House is now open to the public with free entry six days a week. Its beautifully restored historic interiors, including breath-taking ornate plasterwork, are joined by two community exhibition galleries, meeting rooms and an attractive modern café.","Boston Manor House, Boston Manor Road, Brentford, TW8 9JX",51.49191829999999,-0.3183739,11:30:00,16:00:00,Yes,No
Brandon Centre,https://programme.openhouse.org.uk/listings/10233,"West Kentish Town Conservation Area. Brandon Cadbury (of the famous philanthropic chocolatiers) was so impressed with our founder and our young people's services that he donated our building. As a thank-you, we named the charity after him in 1984.","26 Prince of Wales Road , Kentish Town, NW5 3LG",51.5467627,-0.1447966,10:00:00,14:00:00,No,
Brick Sixty Studio,https://programme.openhouse.org.uk/listings/12504,"A rare chance to see behind the scenes at the newly located Brick Sixty Studio on Roman Road, London.

This stock brick Victorian shop with accommodation above, was refurbished this year by Architectural Workshop. Now home to Brick Sixty, who design and make products in the form of the much-loved London brick and are looking to support local makers & craft in the UK with the new space.","Brick Sixty, 469 Roman Rd, E3 5LX, E3 5LX",51.53216,-0.03435,11:00:00,17:00:00,No,
Bridge House,https://programme.openhouse.org.uk/listings/13901,"Bridge House is a mixed-use building by Studioshaw with 40 apartments and commercial space. The design is a new vernacular for multi-unit residential development in London. All apartments are dual-aspect and share a rooftop garden, with balconies over the canal and new public square. The facade is made from concrete elements cast only 750m from site. The building's structure is its architecture.","Hepscott Road, Hackney Wick, E9 5HH",51.54243,-0.02491,10:00:00,12:30:00,Yes,Yes
Brixton Windmill,https://programme.openhouse.org.uk/listings/1971,A wonderful reminder of Brixton's rural past and inner London's last working mill. Built in 1816 by the Ashby family who produced flour until 1934.  Restored to working order 2011. Producing flour today thanks to our volunteer millers.,"100 Blenheim Gardens, Windmill Gardens, SW2 5DA",51.45319,-0.1235,13:00:00,17:00:00,No,
Calamity and civility: contrasts in Clerkenwell,https://programme.openhouse.org.uk/listings/11973,"Tranquil Clerkenwell, so close to the bustling City, has a distinct character and intriguing history. Once centred around great religious houses, the area has been the scene of fierce rebellion, innovative architecture, and major commerce.","Charterhouse Square (outside Charterhouse), EC1M 6AN",51.5211,-0.0996,10:30:00,12:15:00,Yes,Yes
Canada House,https://programme.openhouse.org.uk/listings/2783,"Canada's diplomatic home in the United Kingdom, the revitalised Canada House serves as a showcase for the very best of Canadian art and design in the 21C.","Trafalgar Square, SW1Y 5BJ",51.50802,-0.12892,10:00:00,16:00:00,Yes,Yes
Carshalton Water Tower and Historic Gardens,https://programme.openhouse.org.uk/listings/3745,"Early 18C Grade II listed building incorporating plunge bath with Delft tiles, orangery, saloon and pump chamber with part-restored water wheel. Hermitage and sham bridge in grounds.","West Street, Carshalton, SM5 2QG",51.36508,-0.16684,13:00:00,17:00:00,No,
Charing Cross Library,https://programme.openhouse.org.uk/listings/13932,"The building has had many incarnations since its construction in the 1890s as a woolen warehouse.   It became a home to the Italian Benevolent Society, then a fascist club, a serviceman's club, and now a library with the largest publicly accessible collection of Chinese language books in the UK.  View the temporary exhibition on the Matteotti Affair.","4-6 Charing Cross Road, WC2H 0HF",51.51024,-0.12805,11:00:00,14:00:00,Yes,No
Charlton House & Gardens,https://programme.openhouse.org.uk/listings/2840,"Charlton House is one of the UK's few remaining Jacobean manor homes and a Grade-I listed building. Find it in Charlton Park, southeast London. Built between 1607-1612 for Sir Adam Newton, tutor to Henry, Prince of Wales, many original features still exist. They include red brick with stone dressings, oak staircases, panelled rooms, strapwork ceilings, and original fireplaces.","Charlton House & Gardens, Charlton Road, SE7 8RE",51.48059,0.03717,11:00:00,15:30:00,Yes,No
Christ Church,https://programme.openhouse.org.uk/listings/9134,"The church is designed in the Gothic style, with a semicircular barrel-vaulted ceiling, a highly carved chancel screen and magnificent stained glass windows, notably the large West window, depicting Christ the King enthroned in heaven.","Christchurch Park , Sutton , SM2 5TN",51.35499,-0.1888,13:00:00,17:00:00,No,
Church of the Annunciation,https://programme.openhouse.org.uk/listings/2469,"Fine Victorian church with large mosaic and painted reredos, screen and wall paintings and some unusual glass. Arts and crafts decoration by Nathaniel Westlake and Salviati Bros.","High Street, Chislehurst, BR7 5AQ",51.41915,0.06696,09:00:00,16:00:00,Yes,No
City Hall,https://programme.openhouse.org.uk/listings/5318,"The sustainable headquarters of the Mayor of London and London Assembly located in the Royal Docks, Newham. The docks are re-emerging as a commercial and cultural hub, and an exciting new waterfront.","Kamal Chunchie Way, E16 1ZE",51.50718,0.01621,10:00:00,16:00:00,No,
City Information Centre,https://programme.openhouse.org.uk/listings/4009,London's main tourist information centre is clad in a specially manufactured system of 220 pre-finished stainless steel panels. The subtly reflective surface provides a striking counterpoint to St Paul's.,"St Paul's Churchyard, EC4M 8BX",51.5131,-0.09886,09:30:00,17:30:00,No,
City of Westminster Archives Centre,https://programme.openhouse.org.uk/listings/2336,Modern red brick building purpose-built to house the City of Westminster's historic records. Opportunity to visit the conservation studio and see treasures of the archives.,"10 St Ann's Street, SW1P 2DE",51.4975,-0.13008,10:00:00,15:00:00,No,
Company Drinks Pavilion and Garden,https://programme.openhouse.org.uk/listings/12378,"Company Drinks is a local drinks enterprise and community hub based in Barking Park. Our space includes a beautiful community garden and a former outdoor bowls pavilion that's now home to social areas, a community kitchen, and creative making spaces.
Our Annual Community Open Day on 12th September is a fun, family-friendly free event with workshops, taster sessions and tours of the site.","Outdoor Bowls Pavilion, Barking Park, Longbridge Road Barking",51.54403,0.08381,12:00:00,17:00:00,No,
Corbett Community Library,https://programme.openhouse.org.uk/listings/13888,"Visit the Grade II listed Corbett Community Library building. This beautifully preserved Edwardian building is rich in architectural character and heritage, featuring , an impressive dome, ornate door handles, some stained glass and a historic brass plaque. Discover the history and craftsmanship of this remarkable community landmark during your visit.","Corbett Community Library, 103 Torridon Road, SE6 1RQ",51.44235,-0.00162,10:00:00,15:00:00,No,
Crown Court Church of Scotland,https://programme.openhouse.org.uk/listings/3284,"A Church of Scotland in London, home to the longest-established Presbyterian congregation in London, worshipping in this location in Covent Garden since 1719. The current building is red brick with Portland stone dressings in a restrained, finely crafted Free Style. Three storeys, recessed slated attic, mullioned and transomed windows. Fine stained glass, most of which is by Farrar Bell.","Russell Street, WC2B 5EZ",51.51341,-0.12106,10:00:00,17:00:00,No,
Croydon Curiosity Rover,https://programme.openhouse.org.uk/listings/13684,"As part of Open House 2026 in Croydon, visit an exhibition of our summer programme with Creative Quests: Curiosity Rover, and try some creative missions of your own! Part art studio, part community hub and part roaming spacecraft, collect quests to explore Croydon through noticing, movement, nature and imagination.","The Queen's Gardens, Croydon, CR0 1YJ",51.37204,-0.09757,12:00:00,16:00:00,No,
Croydon Minster,https://programme.openhouse.org.uk/listings/8724,Medieval style church rebuilt by Sir George Gilbert Scott after 1867 fire. Tower & south porch are 15C. Large nave with open timber-work roof leads to chancel dominated by superb stained glass window & rich alabaster reredos.,"Church Street, Croydon, CR0 1RN",51.37271,-0.10608,11:00:00,17:00:00,No,
Croydon Urban Room,https://programme.openhouse.org.uk/listings/12687,"The Croydon Urban Room is a space to talk about the past, present and future of the Croydon town centre. Through conversa­tions, stories, exhibitions and events, the Urban Room brings together the views of those who live, work and visit the area to create a shared vision of the future and test new uses live in action. 

See our website for further details of specific events.","Units 161-162 & 1161-1162 Whitgift Centre, CR0 1UQ",51.37522,-0.10075,10:00:00,16:00:00,Yes,No
Crystal Palace Subway,https://programme.openhouse.org.uk/listings/12086,"Come and join us to explore the beautifully restored Subway. The Subway was opened in 1865 to give train passengers more direct (and less hilly!) access to the famous Crystal Palace.  We are delighted to welcome Southwark and District Model Railway Club, who will be bringing their large model of Crystal Palace High Level Station - the first time it's been shown in the Subway!","Crystal Palace Parade, Crystal Palace, SE19 2BA",51.42209,-0.07729,11:00:00,15:00:00,Yes,Yes
Dagenham Parish Church,https://programme.openhouse.org.uk/listings/13295,"The oldest surviving building in Dagenham, a grade 2 listed church building.  With historical memorials including a Jan van Nost sculpture.","Dagenham Parish Church, Church Lane, Dagenham, RM10 9UL",51.53975,0.16194,12:00:00,16:00:00,No,
"De Lane Lea Studios, 75 Dean Street",https://programme.openhouse.org.uk/listings/12611,"Step inside the legendary De Lane Lea Studios at 75 Dean Street, now home to the Museum of Soho, and discover the stories, sounds and creativity that have shaped this remarkable neighbourhood. As part of Open House, enjoy a programme of talks, screenings and conversations celebrating Soho's unique spirit of innovation, diversity and cultural influence.","75 Dean St, Soho, W1D 3PU",51.51381,-0.13307,13:00:00,16:30:00,Yes,No
Dorich House Museum,https://programme.openhouse.org.uk/listings/271,"Dorich House is the former studio home of the sculptor Dora Gordine and her husband the Hon. Richard Hare, a scholar of Russian art and literature. Now Grade II listed, the building was completed in 1936, to Gordine’s design, and is an exceptional example of a modern studio house by a woman artist.","Dorich House Museum, 67 Kingston Vale, SW15 3RN",51.4333564,-0.2630588,11:00:00,17:00:00,No,
Dr Johnson's House,https://programme.openhouse.org.uk/listings/275,"Fine example of an early 5-floor Queen Anne town house with original panelling, open staircase and unique 'swinging panels' on the open-plan first floor. Johnson compiled his famous 'Dictionary of the English Language' (1755)  here.","17 Gough Square, EC4A 3DE",51.5150637,-0.1081791,10:00:00,17:00:00,No,
Ealing Common Walk,https://programme.openhouse.org.uk/listings/2574,"Saturday 12th September. Meet at the Iron Duke sculpture for a 2.00 p.m. start. Ends at 3.30 p.m. with refreshments at All Saints Church. Walk along the perimeter of  Ealing Common, taking in the range of architectural styles. Highlights: the home of a Wimbledon champion and the death mask of a prime minister.","at Hanger Lane end of Inglis Road, behind Iron Duke train sculpture",51.51424,-0.29062,14:00:00,15:30:00,Yes,No
East Croydon History Walk,https://programme.openhouse.org.uk/listings/10217,"Historic walking tour of East Croydon led by a native. Those who come along are welcome to contribute their memories.  Marvel at one of the oldest electricity sub-stations in Croydon. Tour ends at the iconic One Croydon, the ""Thru'penny Bit"" office block designed by Seifert in the 1960s.  Join us for a drink afterwards in a Victorian hostelry.","The Cricketers, 107 Addiscombe Road, Croydon, CR0 6SG",51.3752,-0.0836,15:00:00,17:00:00,Yes,Yes
Eco Punk,https://programme.openhouse.org.uk/listings/13635,"Eco Punk consists of a generous rear extension plus the remodel of an Edwardian house located in a conservation area. The new layout unlocks the spatial potentials. Besides beautifully crafted lounges, dining and utility areas, there is a kitchen that forms the centre piece. The latter is designed for a professional chef. An elegant, natural material palette ties the scheme together.","25 Wanstead Park Avenue, E12 5EL",51.56012,0.04158,10:00:00,17:00:00,No,
"Edmonton – the making of a north London suburb: past, present & future",https://programme.openhouse.org.uk/listings/11952,"Edmonton has been described as a working class suburb but there are now signs of growing affluence, a result of regeneration and some might say the neighbourhood is ripe for gentrification. The walk will explore a variety of neighbourhoods.","Entrance to Silver Street Station (Platform 1, London bound side)",51.61474,-0.06708,10:30:00,13:00:00,Yes,Yes
Energy and Sustainability through time: King's Cross,https://programme.openhouse.org.uk/listings/12593,"Join this walking tour to explore London's energy history and its impact on sustainability. Visit the King's Cross canals to see old and new infrastructure. Topics include London's carbon footprint, quantifying health benefits from green infrastructure, and the role of the built environment in meeting the net zero targets. Discover how London’s past has shaped its sustainable future.","Outside German Gymnasium Restaurant, 1 King's Blvd, N1C 4BU",51.53234,-0.12535,11:00:00,16:00:00,Yes,Yes
Estorick Collection of Modern Italian Art,https://programme.openhouse.org.uk/listings/7787,"The Estorick Collection is housed in a beautiful Georgian building previously known as Northampton Lodge. Today, the museum comprises six galleries over three floors, as well as a library, offices, a café and bookshop.","39a Canonbury Square, N1 2AN",51.54393,-0.10064,11:00:00,18:00:00,Yes,No
Family Day in the City,https://programme.openhouse.org.uk/listings/13439,"Once again City of London cultural sites have pulled together to create an Open House offering for families. Join Guildhall Art Gallery, the Insurance Museum, London Mithraeum Bloomberg SPACE, St Paul’s Cathedral and Dr Johnson’s House to celebrate architecture, heritage and placemaking in the City. Pick up a map or join the walking bus to explore it all.","Guildhall Art Gallery, Guildhall Yard, EC2V 5AE",51.51559,-0.09171,11:00:00,16:00:00,Yes,No
Florentia Village,https://programme.openhouse.org.uk/listings/13573,"Ready to see an industrial estate that is anything but grey and boring? Developed by General Projects and designed by Turner Works, Florentia Village combines workshops, studios and light industrial space with shared courtyards and open walkways. Join architectural tours, browse a local makers market, and drop into open studios for creative talks and workshops.","108 Vale Road, Harringay Warehouse Distrcit, N4 1TD",51.57641,-0.08861,11:00:00,15:30:00,No,
Former Edmonton Girls' Charity School,https://programme.openhouse.org.uk/listings/415,"The former Charity School was constructed in 1793, by Obadiah Legrew, who also purchased the adjoining no.24 Church Street, part of the surviving earlier 18th century range, to create a small cottage for the School Mistress.","Charity School Hall (next door to 24 Church Street), N9 9DU",51.6251909,-0.0622921,11:00:00,17:00:00,No,
Foster + Partners,https://programme.openhouse.org.uk/listings/422,"We're excited to open up our London campus. Foster + Partners is a global studio for sustainable architecture, urbanism, engineering and design, founded by Norman Foster in 1967. Hosted across several buildings, the public can explore the studio, take part in interactive exhibitions and workshops, and gain an insight into the wide range of disciplines and projects across the globe.","Riverside, 22 Hester Road, SW11 4AN",51.48025,-0.168501,10:00:00,15:30:00,No,
Founders' Hall,https://programme.openhouse.org.uk/listings/8396,"Founders’ Hall is the home of the Worshipful Company of Founders (one of the City’s ancient livery companies). Built in the 1980s with a striking and eclectic design, the Hall preserves historic traits whilst embracing modern ideas. Drop in during Open House to explore its treasures, meet members, and enjoy activities for all ages!","Founders' Hall, 1 Cloth Fair, EC1A 7JQ",51.5192561,-0.0990206,10:15:00,16:00:00,No,
Friends House,https://programme.openhouse.org.uk/listings/443,"The Grade II listed home of Quakers in Britain, Friends House won an RIBA bronze medal in 1927. The building houses the central offices of Quakers in Britain as well as their library and archive, event spaces, a café, bookshop, worship space, courtyard, and garden. Friends House serves as a hub for an array of events, meetings, conferences, and gatherings for organisations and individuals.","173-177 Euston Road, NW1 2BJ",51.52657,-0.13223,10:30:00,13:10:00,Yes,Yes
From Forest to Morris: A walk around Walthamstow,https://programme.openhouse.org.uk/listings/11296,"A walk around historic Walthamstow showing how this unique area grew from a village into a thriving suburb, its social history and the variety of buildings that can be found where Epping Forest meets William Morris.",Outside Costa Coffee at Walthamstow Central Station 5 Station Approac,51.5828202,-0.0194102,11:00:00,13:00:00,Yes,Yes
From Tiles to Tales: Feltham’s Mural and Mosaic Trail,https://programme.openhouse.org.uk/listings/13693,"A guided tour of Feltham’s mural & mosaic placemaking collection. Explore inclusive artworks celebrating Feltham’s rich heritage, creativity and community spirit. You will encounter tributes of Feltham’s former residents and student, Freddie Mercury, Sir Brian May & Sir Mo Farah. The tour concludes at the Freddie Mercury Memorial Garden & Eco Cabin, marking what would have been his 80th birthday.","Feltham Train Station Ticket Office (towards Waterloo), Feltham",51.44792,-0.4106,11:00:00,15:30:00,Yes,No
Fullwell Cross Library,https://programme.openhouse.org.uk/listings/5874,"The library was built on an open site in Barkingside High Street. Circular library design copies nearby roundabout. Complex is set back from the pavement, to form a new local civic centre with a public space. Refurbished 1990 and 2011.","140 High Street, Barkingside, Ilford, IG6 2EA",51.59318,0.08505,11:00:00,16:00:00,No,
Gaunson Creative Open Studios part of Markfield Road Festival,https://programme.openhouse.org.uk/listings/11380,"Gaunson Creative Studios in South Tottenham, home to over 70 artist studios, will be opening its doors for the first time since 2019. Visitors will be able to meet and buy from over 50 artists across the weekend.","Gaunson Creative Studios, Gunson House, Markfield Road, N15 4QQ",51.5838118,-0.0635681,14:00:00,18:00:00,No,
Gideon Reeling’s The Soho Shuffle,https://programme.openhouse.org.uk/listings/13910,"An original walking trail set to a celebratory soundtrack:
uncovering lively tales of secret doors, latest crazes and 300 years of entertaining Soho - from Georgian masquerades to the beat of the present day. 
A collaboration between the Museum of Soho and site-responsive, immersive theatre makers Gideon Reeling, blending digital tech with performance","Soho Square, W1D 3QZ",51.51531,-0.13213,13:30:00,17:00:00,No,
Gongoozlers of Regent's Canal & Little Venice,https://programme.openhouse.org.uk/listings/13105,"Calling all canal enthusiasts - also known as 'gongoozlers' - to walk through the social and industrial history of Little Venice, Camden Lock, and St Pancras. If you enjoyed Gongoozlers of Regent's Canal & Limehouse Basin in the east (Open House 2024), you will enjoy this new west side story. Discover how a hand-dug canal shaped the lives of West Enders, Londoners, and the United Kingdom.","The Toll House, Delamere Terrace, W2 6ND",51.5216,-0.18565,09:15:00,12:30:00,Yes,Yes
Good Shepherd Studios,https://programme.openhouse.org.uk/listings/12164,"The doors to the building will be opened to the public. Not only will visitors get the opportunity to see ""behind the scenes"" at Good Shepherd Studios but they will have the opportunity to join taster sessions from site regulars and find out more about what takes place onsite at Our Pastures Community Garden and Pastures Centre too.","15a Davies Lane, E11 3DR",51.5642,0.01224,12:00:00,16:00:00,Yes,No
