name,url,description,address,latitude,longitude,start_time,end_time,ticketed_events,fully_booked
Reimagining Play in London's Green Spaces,https://programme.openhouse.org.uk/listings/13805,"An interactive workshop inviting residents and visitors to reimagine the public spaces around them using art and simple architecture techniques.

Open to children, families, and older residents, the workshop encourages intergenerational dialogue, bringing together youthful imagination and lived experience to explore the community's creativity.","The London Centre, 3 Aldermanbury, EC2V 7HH",51.51606,-0.09292,10:00:00,12:00:00,Yes,No
Resonance FM Studios,https://programme.openhouse.org.uk/listings/13049,"Resonance FM is a pioneering, non-profit community radio station, with a studio at 7 Risborough Street, Southwark, London. Broadcasting 24/7 on 104.4 FM, DAB, and online, it offers over 100 weekly shows created by volunteer engineers and programme-makers. The station champions free expression and artistic diversity, providing a platform for local and international voices across arts & culture.","7 Risborough Street, SE1 0HF",51.50345,-0.1,10:00:00,11:00:00,Yes,No
Royal College of Physicians,https://programme.openhouse.org.uk/listings/1527,"Striking, provocative and one of London’s few Grade I listed post-war buildings – welcome to architect Denys Lasdun’s award-winning design. We invite you to drop in, take an expert tour, explore our archives and museum, get creative and more to discover the Royal College of Physicians' London home. 

See https://history.rcp.ac.uk/event/open-house-festival-2026 for more.","11 St Andrew's Place, Regent's Park, NW1 4LE",51.52577,-0.14488,12:00:00,13:00:00,Yes,No
Secrets and Symbols of the City,https://programme.openhouse.org.uk/listings/13629,"A curious and enlightening wander through the City of London led by an expert guide. If you know where to look, the past still communicates its secrets concealed within a city that is 2000 years old.

We'll discover clues to the City’s past in strange marks and curious symbols along the route, keeping an eye out for honeybees, demi-maidens and sunbursts.","City Information Centre, St Paul's Churchyard, EC4M 8BX",51.51328,-0.09906,11:30:00,12:30:00,Yes,No
Sinfonia Smith Square,https://programme.openhouse.org.uk/listings/1799,"A rare example of Thomas Archer's work and a masterpiece of English Baroque, originally dubbed Queen Anne's Footstool. A Grade I listed building, restored by Marshall Sisson after extensive bombing damage, now a busy concert hall.","Smith Square, SW1P 3HA",51.4957,-0.12721,10:30:00,15:30:00,No,
Somers Town folk,https://programme.openhouse.org.uk/listings/13681,"Explore a fascinating working-class neighbourhood with a radical and surprising past. Learn of its efforts to hold onto its distinctive and proud culture in the face of rapid gentrification, especially within the neighbouring St Pancras and King's Cross districts. Discover the place of nature, community, heritage, and wellbeing in a neighbourhood that's changing very rapidly.","Concourse of the British Library, by the Sir Isaac Newton statue",51.52903,-0.12759,10:00:00,12:00:00,Yes,No
Southbank Printmakers,https://programme.openhouse.org.uk/listings/13875,"We are a friendly artist run gallery in Wells Street offering affordable, handmade fine art prints with a broad range of subjects created using many different printmaking techniques.
We aim to encourage people who have never encountered art before to experience printmaking through our regular workshops.","73 Wells Street, W1T 3QG",51.51702,-0.13776,12:00:00,17:00:00,No,
St Anne's Church Wandsworth,https://programme.openhouse.org.uk/listings/12598,"St Anne's Church, a SW London landmark, nicknamed Pepperpot, celebrated its bicentenary in 2024 (Robert Smirke 1824). The church will be open September 15, 17 and 18 for guided tours and exhibits from the archives.","182 St Ann's Hill, SW18 2RS",51.45501,-0.18773,09:30:00,15:30:00,No,
"St Anne's Church, Limehouse",https://programme.openhouse.org.uk/listings/6270,"St Anne's Limehouse has been described as 'the finest parish church in England.' Designed by Nicholas Hawksmoor, it is Grade I listed and one of the Major Churches in the Church of England. It is home to a thriving Christian congregation.","Three Colt Street, NULL, E14 8HH",51.5107,-0.03039,10:00:00,16:00:00,Yes,No
St Bartholomew's Hospital,https://programme.openhouse.org.uk/listings/12400,"The Grade I listed North Wing at St Bartholomew’s Hospital in the City of London houses two of England’s most important interiors, the Great Hall, and the Hogarth Stair with its large paintings by William Hogarth. The hospital was designed by architect James Gibbs and construction of the North Wing was completed in 1732.","St Bartholomew's Hospital, West Smithfield, EC1A 7BE",51.51749,-0.10004,10:00:00,16:00:00,Yes,No
"St Bride's Church, Fleet Street",https://programme.openhouse.org.uk/listings/10035,"Wren designed building of 1675, interior lost in blitz of 1940, reopened 1957 with 'Wren inspired' interior","St Bride's Church, St Bride's Avenue, EC4Y 8AU",51.51376,-0.10554,10:00:00,15:00:00,No,
St George's Cathedral,https://programme.openhouse.org.uk/listings/2502,"A stunning cathedral in the heart of London. Discover the story of a forgotten masterpiece. Designed by Augustus Pugin and opened in 1848, the original cathedral was hailed as England's foremost Catholic church before an incendiary bomb devastated the building in 1941. Explore the history, architecture and legacy that shaped the Cathedral you see today—and discover its remarkable story.","Lambeth Road SE1, SE1 7HY",51.4982463,-0.1088368,10:00:00,17:00:00,No,
St James's Piccadilly,https://programme.openhouse.org.uk/listings/12659,"St James's Piccadilly is a Grade I listed Christopher Wren church in the heart of the West End. Completed in 1684, and known as the Artists' Church, its interiors include historic works of art by Grinling Gibbons (reredos, organ case and font), postwar Classical interiors by Albert Richardson, and contemporary art by Che Lovelace honouring the 18th-century abolitionist Quobna Ottobah Cugoano.","197 Piccadilly, W1J 9LL",51.50876,-0.1368,10:00:00,16:00:00,No,
"St Mary's Church, Battersea",https://programme.openhouse.org.uk/listings/2533,"During Open House, the Friends of Battersea Parish Church present a Floral Festival, organ recitals, historical displays, alongside 3 talks exploring history, creativity, sanctuary & Battersea’s radical past. Sat 12 Sept Dr. Peter Rumley at 6pm, Tues 15 Guy Stagg at 6.30pm,  Thurs 17 at 6.30pm Rory Walsh & Mike Squires.  Plus Join us for Choral Evensong amidst the flowers at St Mary’s Battersea.","Battersea Church Road, SW11 3NA",51.47864,-0.17138,10:00:00,16:00:00,Yes,No
St Pancras Church & Crypt,https://programme.openhouse.org.uk/listings/3678,"The church (1822 - Grade I listed) is an early and important example of Greek Revival architecture in London. Significant features include the caryatids and tower copied from models in Athens, and the atmospheric crypt.","Euston Road/Upper Woburn Place NW1, NW1 2BA",51.52727,-0.13075,10:00:00,15:15:00,No,
"St Thomas with St Matthew, Clapton Common",https://programme.openhouse.org.uk/listings/13683,"Originally, built in 1773 as the Stamford Hill Chapel, St Thomas' are ""Citizens with the Saints"". The Heritage Lottery Fund, local artists, and academics are working with the church to engage and preserve how we work together as 'commoners' and 'caretakers for the 'common good'. Explore this in the Exhibition - On Common Ground - and become part of St Thomas' Future for the Common Good.","1 Clapton Terrace, Clapton Common, Hackney, E5 9BW",51.56992,-0.06428,13:00:00,18:00:00,Yes,No
Stamford Brook walk,https://programme.openhouse.org.uk/listings/11162,"Start at Stamford Brook tube.  Follow the hidden river, Stamford Brook, through streets and parks.  Amongst the architecture we will see on this route is a delightful square with great variety.  Finish near Hammersmith Station.","Goldhawk road, W6 0XS",51.49515,-0.24492,10:30:00,12:00:00,Yes,No
Suleymaniye Mosque,https://programme.openhouse.org.uk/listings/1929,"6-storey building featuring a Western exterior and traditional Islamic interior, modelled on the Blue Mosque in Istanbul. Has dome and minaret tower.","212 Kingsland Road, E2 8AX",51.53483,-0.07669,10:00:00,16:00:00,No,
"The Photography Foundation Studio, Design District (D2)",https://programme.openhouse.org.uk/listings/11178,"Come and see our light filled Studio & Office space and find out more about what we do at The Photography Foundation! 

Browse our Trainee photography zines and meet our welcoming Staff Members.","Building D2 (Level 2) 3 Dormer Yard, Design district, SE10 0EB",51.49975,0.00657,10:00:00,16:45:00,No,
The Swedenborg Society,https://programme.openhouse.org.uk/listings/889,"Grade II-listed Georgian domestic building c.1760, formerly part of the Bedford Estate. Interior refurbished 1925 to form lecture hall (restored 2014), library, bookshop and offices. Oak woodwork and green Doulton tiles line the staircase.","Swedenborg House, 20-21 Bloomsbury Way, WC1A 2TH",51.51802,-0.12291,11:00:00,13:00:00,Yes,No
Walking Tour:  Charles I - Monster or Martyr ?,https://programme.openhouse.org.uk/listings/13863,Walking tour of the sites of the last days of King Charles I and the legacy of the upheavals which cost him his life and still echo to this day.,"Churchill Statue, Parliament Square, SW1P 3JX",51.50084,-0.12643,11:00:00,15:30:00,Yes,No
Walworth Town Hall,https://programme.openhouse.org.uk/listings/12422,"The Grade II listed Victorian complex, originally built between 1865 – 1906, is one of London’s most iconic civic buildings. After a devastating fire in 2013, it was placed in the Heritage at Risk Register and closed. Now, after sensitive restoration by Feix & Merlin and General Projects, it reopens its doors. With a modern CLT extension that celebrates its former glory while embracing its future.","Walworth Town Hall, 155 Walworth Road, SE17 1RS",51.49102,-0.09687,18:00:00,19:30:00,Yes,No
Willesden Jewish Cemetery,https://programme.openhouse.org.uk/listings/6847,"London's pre-eminent Victorian Jewish cemetery, now transformed into a heritage attraction. The ""House of Life""  shares stories of a community and remarkable biographies through guided walks and events.","Willesden Jewish Cemetery, Beaconsfield Road, NW10 2JE",51.54544,-0.24021,11:00:00,12:30:00,Yes,No
Worlds End Studios,https://programme.openhouse.org.uk/listings/13549,"The building of Worlds End Studios started life as a factory manufacturing machines for commercial baking ovens; it burned down and the remains were used as the foundations of what we know today.
Two young architects found the ruined site in 1974. They wanted to create a community workspace geared toward designers, one of the first of its kind, in London.","132-134 Lots Road, SW10 0RJ",51.47832,-0.18379,11:00:00,17:00:00,Yes,No
