name,url,description,address,latitude,longitude,start_time,end_time,ticketed_events,fully_booked
Crown Court Church of Scotland,https://programme.openhouse.org.uk/listings/3284,"A Church of Scotland in London, home to the longest-established Presbyterian congregation in London, worshipping in this location in Covent Garden since 1719. The current building is red brick with Portland stone dressings in a restrained, finely crafted Free Style. Three storeys, recessed slated attic, mullioned and transomed windows. Fine stained glass, most of which is by Farrar Bell.","Russell Street, WC2B 5EZ",51.51341,-0.12106,10:00:00,17:00:00,No,
Croydon Urban Room,https://programme.openhouse.org.uk/listings/12687,"The Croydon Urban Room is a space to talk about the past, present and future of the Croydon town centre. Through conversa­tions, stories, exhibitions and events, the Urban Room brings together the views of those who live, work and visit the area to create a shared vision of the future and test new uses live in action.","Units 161-162 & 1161-1162 Whitgift Centre, CR0 1UQ",51.37522,-0.10075,10:00:00,16:00:00,No,
Deptford Little Farm - Guided Vegetable Tour,https://programme.openhouse.org.uk/listings/13745,"Deptford Little Farm is a 3,500 sq foot plot with a Dutch style greenhouse growing organic produce and flowers for the Culpeper Family group of pubs. Focusses on permaculture, soil regeneration, organic produce and biodiversity.","36 Scawen Road, Deptford, SE8 5AE",51.48725,-0.0422,16:00:00,18:30:00,Yes,No
Designed to be forgotten: women in South Kensington,https://programme.openhouse.org.uk/listings/13148,"On this  walk you will see some of the forgotten contributions of Victorian women to the magnificent buildings of South Kensington, in particular the V&A and the Royal Albert Hall. 

You will also see how women were represented very differently from men on the buildings and memorials of this internationally important arts and science district.","Outside the V&A Exhibition Road Entrance, Exhibition Road, SW7 2PA",51.49695,-0.17349,11:00:00,12:15:00,Yes,No
Explore the authentically recreated Colony Room,https://programme.openhouse.org.uk/listings/12933,"A revival and love letter to London’s lost bohemia. Travel back in time to the legendary haunt of some of Soho's greatest creatives.   Featuring pictures, press cuttings and even the piano from the much loved private members club.","4 Heddon Street, W1B 4BS",51.51092,-0.13932,14:00:00,23:00:00,No,
Fitzrovia Chapel,https://programme.openhouse.org.uk/listings/6534,"Loughborough Pearson's red brick building is unimposing from the outside, but inside is a riot of Gothic Revival design. Golden mosaics reveal the character of the Grade II* listed chapel, built as part of the Middlesex Hospital.","2 Pearson Square, Fitzroy Place, W1T 3BF",51.51895,-0.13826,11:00:00,18:00:00,No,
"Former Carbonic Gas Works, 142 Lea Bridge Road",https://programme.openhouse.org.uk/listings/13772,"Paradise works artist studios in the Old Carbonic Works that is thought to be the birthplace of commercial fizzy drinks in the late 18th Century. It features in the Lea Valley and Hackney Conservation area report found online.


https://hackney.moderngov.co.uk/documents/s68747/240220%20Appendix%20A%20Lea%20Bridge%20Conservation%20Area%20Appraisal.pdf","Paradise works, 142 Lea Bridge Road, E5 9RB",51.56146,-0.04632,14:00:00,20:00:00,No,
From Limehouse to Canary Wharf,https://programme.openhouse.org.uk/listings/13773,"Medieval industry, imperial trade, immigration, poverty, wartime destruction and modern regeneration have all left their mark on the Limehouse area. This walking tour covers a range of architects and architecture from C18th to C21st.","Old Limehouse Townhall, E14 7HA",51.51214,-0.03145,15:00:00,17:00:00,Yes,No
Green Lanes: A street shaped by migration,https://programme.openhouse.org.uk/listings/13798,"Harringay Green Lanes is one of London's most diverse streets, but it was once open farmland. This walking tour explores how the area changed over 150 years through urban development and migration. Using historic maps, old photographs and the streets around us, we will discover how different communities, especially the Kurdish community, helped shape Green Lanes into the place it is today.","Outside Park View Cafe, 327a Green Lanes, N4 1BZ",51.57096,-0.09641,14:00:00,15:30:00,Yes,No
Hampstead Vanished and Imagined,https://programme.openhouse.org.uk/listings/13711,"The walk will offer new perspectives on the history of Hampstead by exploring what has changed, disappeared, or been imagined, through social changes, by architects and town planners, and creatively by artists, writers, radicals and poets. During the walk we will uncover forgotten stories in Hampstead's history and the fascinating ways in which these have left their mark on the local area.","Outside Hampstead Tube Station, NW3 1QG",51.5574,-0.17681,14:00:00,15:30:00,Yes,No
Herne Hill Velodrome,https://programme.openhouse.org.uk/listings/13624,"Herne Hill Velodrome, opened in 1891, hosted track cycling events for the 1948 Olympics, is now home to a thriving grassroots cycling facility - hosting everything from Learn to Cycle to local and international racing events. 
HHV overcame the threat of closure in the early 2000s, and a new pavilion, designed by Mike Taylor of Hopkins Architects, opened in 2017.","104 Burbage Road, SE24 9HE",51.45121,-0.09099,18:00:00,21:00:00,Yes,No
Hogarth's House,https://programme.openhouse.org.uk/listings/628,"Early 18th century red brick country home of artist William Hogarth, extended significantly c. 1749-1764. The 2020 extension, funded by the National Lottery Heritage Fund, added the new Weston Studio for learning and activities, and a curved glass wall in the shape of Hogarth's Line of Beauty. Delightful re-landscaped and reinterpreted walled garden containing famous ancient mulberry tree.","Hogarth Lane, Great West Road, W4 2QN",51.48725,-0.25509,13:00:00,15:30:00,Yes,No
IMPACT Community Arts Centre,https://programme.openhouse.org.uk/listings/12809,We are a theatre company for performers and artists with learning disabilities in the West London area. We will put on an exhibition of artworks and costumes at our Community Arts Centre.,"Ealing Central Sports Ground, Horsenden Lane South, Greenford",51.53539,-0.32577,10:00:00,16:00:00,No,
Ibraaz,https://programme.openhouse.org.uk/listings/13822,"Ibraaz is a London-based cultural institution for art, ideas, and dialogue from the Global Majority. Bringing together artists, thinkers, and communities through exhibitions, film, debate, publishing, and multidisciplinary programming, Ibraaz creates a brave space where culture fosters exchange, pluralism, and shared humanity.","93 Mortimer Street, W1W 7SS",51.51741,-0.14195,15:30:00,16:30:00,No,
Isleworth Public Hall,https://programme.openhouse.org.uk/listings/3004,Well-executed and colourfully detailed example of Victorian reading and vestry rooms (1863) with added public hall by S. Woodridge 1887. Beautiful details inside and out.,"South Street, Isleworth, TW7 7BG",51.46865,-0.3256,14:15:00,16:00:00,Yes,No
London National Park City Visitors Centre,https://programme.openhouse.org.uk/listings/12692,"London is the world's first National Park City, and our visitors centre at 80 Mortimer Street is the entry point to hundreds of places to visit and things to do across a greener, healthier and wilder London.","80 Mortimer St, W1 7FE",51.51756,-0.14246,10:00:00,18:00:00,Yes,No
London Open Form Pavilion of Air,https://programme.openhouse.org.uk/listings/11855,"A floating acoustic architecture, playfully reframing public space as an essential community engagement through sound & site mapping. Accessed by smartphone, headphones & echoes.xyz app, the Pavilion is located outside the Serpentine Gallery,. Drawing on Oskar & Zofia Hansen’s Open Form architectural concept it is one of 15 in a series including Venice, Berlin, Dublin, Bergen and Arctic Norway.","Kensington Gardens, W2 3XA",51.50466,-0.17464,06:00:00,19:30:00,No,
"Money, Money, Money",https://programme.openhouse.org.uk/listings/13640,"Buried treasures, banks and bullion…. Explore the legendary wealth of the City of London and its modern-day reputation as a global centre of finance. They used to say its streets were paved with gold... This guided walk explores the historic sources of the City's money, including livery companies, global trade and the development of the banking industry, and some of the ways that manifests today.","City Information Centre, St Paul's Churchyard, EC4M 8BX",51.51328,-0.09906,11:30:00,12:30:00,Yes,No
"Morris+Company | 'Waste Not: Materials, Making and the Circular Economy' Exhibition",https://programme.openhouse.org.uk/listings/12130,"Morris+Company is an award-winning architecture practice based in Hackney, east London. We have applied circular economy principles to the retrofit of our own studio, gallery and café space on Mare Street, reducing waste, reusing materials, and designing for longevity.  We place the creative ‘act’ of architecture onto the high street, reveal our practice to the public and engage local communities.","215-217 Mare Street, E8 3QE",51.54152,-0.05552,10:00:00,16:00:00,No,
Museum of Croydon Behind the Scenes Tour,https://programme.openhouse.org.uk/listings/12045,"Explore the Museum of Croydon and Croydon Archives:

- Join the Curator of the Museum of Croydon and the Borough Archivist of the Croydon Archives on an intimate guided tour of our stored, rarely seen collections.
- Explore our current exhibitions with our expert staff, including Grayson Perry's Essex House Tapestries and a brand-new exhibition on Croydon's Architecture","Croydon Clocktower, Katharine St, CR9 1ET",51.37226,-0.09939,10:00:00,16:30:00,Yes,No
National Youth Theatre,https://programme.openhouse.org.uk/listings/12046,"Public Tours tours by Architect's DSDHA and the NYT team of the recently redeveloped RIBA-award-winning building, and a first look at materials from the National Youth Theatre archive, made public for the first time as part of their 70th anniversary celebrations. 

This project is supported by the Mayor of London and the National Lottery Heritage Fund.","National Youth Theatre, 443-445 Holloway Road, N7 6LW",51.55948,-0.122,18:00:00,18:30:00,Yes,No
Open Studio: VOGT Landscape Ltd,https://programme.openhouse.org.uk/listings/13764,"This is an open studio day, with a lecture by founder Gunther Vogt (internationally renowned landscape architect, Sir Jellicoe Prize winner 2026) and a chance to learn about our local and international work in landscape architecture","83 Shepperton Road, Unit 1a, N1 3DF",51.5381,-0.09049,17:00:00,21:00:00,Yes,No
"Parish Church of St Andrew, Enfield",https://programme.openhouse.org.uk/listings/2479,"Grade ll Listed church, that has been much added to over the 800 years of its existence. We have  recently refurbished the organ which has a fine circa 1750s wooden organ case.  The Church has an eight-bell peal still in weekly use– the oldest bell dates from 1680.","The Market Place, Church Street, Enfield, EN2 6LL",51.65278,-0.08199,12:30:00,14:30:00,No,
People's Museum Somers Town,https://programme.openhouse.org.uk/listings/10952,"A great little museum set in the Grade 2 listed Ossulston Estate - a prime example of pre-war Social housing - based on Karl Marz Hof in Vienna.
Open Tuesday to Saturday 10am-5pm, plus Sunday 13th 12am-4pm.","52 Phoenix Road, NW1 1ES",51.53106,-0.13095,10:00:00,17:00:00,No,
Piccadilly Rocks!,https://programme.openhouse.org.uk/listings/13575,"A guided walk looking at the building materials that built a city.  The 90 minute tour around Piccadilly looks at the various rocks that have been used to face the buildings.  The tour uncovers the history and geology behind the key building materials of London.  The tour is lead by Dr Stephen King, a qualified Westminster tour guide and geologist.","Royal Astronomical Society, Burlington House, Lond, W1J 0BQ",51.50858,-0.13933,11:00:00,12:30:00,Yes,No
Ram Quarter,https://programme.openhouse.org.uk/listings/8737,"The UK’s oldest brewery site, dating back five centuries, and home to Young’s for almost 200 years. Architect's talk covers planning, redevelopment, design and materiality, and includes the new public square, boulevard, riverwalk, new buildings & restored listed buildings.","Ram Quarter , Bubbling Well Square, SW18 1UQ",51.4578437,-0.1930382,11:00:00,15:50:00,Yes,No
Resonance FM Studios,https://programme.openhouse.org.uk/listings/13049,"Resonance FM is a pioneering, non-profit community radio station, with a studio at 7 Risborough Street, Southwark, London. Broadcasting 24/7 on 104.4 FM, DAB, and online, it offers over 100 weekly shows created by volunteer engineers and programme-makers. The station champions free expression and artistic diversity, providing a platform for local and international voices across arts & culture.","7 Risborough Street, SE1 0HF",51.50345,-0.1,10:00:00,11:00:00,Yes,No
Rock 'n' Roll Camden Tour,https://programme.openhouse.org.uk/listings/12898,A walking tour celebrating the music venues of Camden Town. Learn about the historic bands that have played at the various sites Camden is famous for. From Pink Floyd to Amy Winehouse and beyond. Take a walk on the wild side through Camden's musical highlights.,"The Roundhouse, Chalk Farm Road, London, NW1 8EH",51.54354,-0.15191,12:00:00,14:00:00,Yes,No
St Anne's Church Wandsworth,https://programme.openhouse.org.uk/listings/12598,"St Anne's Church, a SW London landmark, nicknamed Pepperpot, celebrated its bicentenary in 2024 (Robert Smirke 1824). The church will be open September 15, 17 and 18 for guided tours and exhibits from the archives.","182 St Ann's Hill, SW18 2RS",51.45491,-0.18776,09:30:00,15:30:00,No,
"St Anne's Church, Kew Green",https://programme.openhouse.org.uk/listings/5163,"St Anne's Church, Kew Green was consecrated in 1714. Built with the support of Queen Anne it has been a place of worship for the Royal Families over the centuries. The original 'chapel' has been extended many times and the church is now a little known gem in South West London with a fascinating past.","Kew Green, TW9 3AA",51.4838,-0.28804,10:00:00,16:00:00,No,
"St Anne's Church, Limehouse",https://programme.openhouse.org.uk/listings/6270,"St Anne's Limehouse has been described as 'the finest parish church in England.' Designed by Nicholas Hawksmoor, it is Grade I listed and one of the Major Churches in the Church of England. It is home to a thriving Christian congregation.","Three Colt Street, NULL, E14 8HH",51.51167,-0.03011,10:00:00,16:00:00,Yes,No
"St Bride's Church, Fleet Street",https://programme.openhouse.org.uk/listings/10035,"Wren designed building of 1675, interior lost in blitz of 1940, reopened 1957 with 'Wren inspired' interior","St Bride's Church, St Bride's Avenue, EC4Y 8AU",51.5137695,-0.105544,10:00:00,15:00:00,No,
St James's Piccadilly,https://programme.openhouse.org.uk/listings/12659,"St James's Piccadilly is a Grade I listed Christopher Wren church in the heart of the West End. Completed in 1684, and known as the Artists' Church, its interiors include historic works of art by Grinling Gibbons (reredos, organ case and font), postwar Classical interiors by Albert Richardson, and contemporary art by Che Lovelace honouring the 18th-century abolitionist Quobna Ottobah Cugoano.","197 Piccadilly, W1J 9LL",51.50889,-0.13665,10:00:00,16:00:00,No,
"St Mary & St Joseph Roman Catholic Church, Poplar",https://programme.openhouse.org.uk/listings/13253,Grade II Listed.   Designed by Adrian Gilbert Scott.  Cruciform shape (120 feet by 120 feet) of steel girder and brick construction. Its Lantern tower – based on Ely Cathedral – is supported on parabolic arches 35 feet wide and 50 feet high.  The Stained Glass Windows were designed by John Wilson of Edinburgh and the Stations of the Cross  carved in Blue Horton Stone by Peter Watts.,"St Mary & St Joseph Church, Upper North Street, Poplar, London",51.51203,-0.02052,10:00:00,13:00:00,No,
St Mary's Church Bromley,https://programme.openhouse.org.uk/listings/11317,"A Victorian Church set in a wooded Churchyard, with a vibrant and striking set of Murals around the altar and the Choir.  Beautiful Stained Glass. 
Has indoor toilet facilities. 
A good quality well used organ in good condition, and excellent acoustics.","St Mary's Church, College Road, Bromley, BR1 3QG",51.4130778,0.015066,10:00:00,12:00:00,No,
"St Mary's Church, Battersea",https://programme.openhouse.org.uk/listings/2533,"During Open House, the Friends of Battersea Parish Church present a Floral Festival, organ recitals, historical displays, alongside 3 talks exploring history, creativity, sanctuary & Battersea’s radical past. Sat 12 Sept Dr. Peter Rumley at 6pm, Tues 15 Guy Stagg at 6.30pm,  Thurs 17 at 6.30pm Rory Walsh & Mike Squires.  Plus Join us for Choral Evensong amidst the flowers at St Mary’s Battersea.","Battersea Church Road, SW11 3NA",51.4765358,-0.1747989,10:00:00,16:00:00,Yes,No
St Pancras Church & Crypt,https://programme.openhouse.org.uk/listings/3678,"The church (1822 - Grade I listed) is an early and important example of Greek Revival architecture in London. Significant features include the caryatids and tower copied from models in Athens, and the atmospheric crypt.","Euston Road/Upper Woburn Place NW1, NW1 2BA",51.52713,-0.13021,10:00:00,15:15:00,No,
Stratford Waterfront at East Bank,https://programme.openhouse.org.uk/listings/13815,"The Stratford Waterfront masterplan unites V&A East Museum, UAL: London College of Fashion, the BBC Music Studios, and Sadler’s Wells East into London’s most significant cultural district for 150 years. This walking tour will share the story behind the masterplan and the 1.5ha of new landscape delivered, which has created a welcoming public space and broadened access to culture for all.","Carpenters Road, E20 2AR",51.54298,-0.01667,12:30:00,14:00:00,Yes,No
Streatham Hill Theatre,https://programme.openhouse.org.uk/listings/13546,"As part of the Open House Festival, Streatham Hill Theatre stands out as a significant example of London’s theatrical heritage. Built in 1928–29, it was the final theatre designed by renowned architect W. G. R. Sprague. Opening in 1929, the venue hosted theatre, opera, ballet and variety performances until 1962, with a temporary closure between 1944 and 1950 due to wartime bomb damage.","110 Streatham Hill, SW2 4RD",51.44044,-0.12588,10:00:00,16:00:00,No,
Taming the Thames: Londoners and London's river,https://programme.openhouse.org.uk/listings/13111,"Our walk explores the river that shaped London. As we follow the North Bank, we will uncover how the Thames sparked the city’s birth, powered trade, and supported daily life. From ancient monument, to medieval bridge building, Victorian engineering, to today’s iconic views and new super sewer – the riverside reveals Londoners' evolving relationship with the Thames.","Outside London Blackfriars Station, Queen Victoria Street, EC4V 4DY",51.51168,-0.10379,13:30:00,15:30:00,Yes,No
The Operations Support Centre - London Fire Brigade,https://programme.openhouse.org.uk/listings/12551,"The Operations Support Group provide a service to the London Fire Brigade. At the Operations Support Centre, we track, trace, repair and maintain firefighting PPE and equipment in our many workshops. The OSC also houses a large warehouse and stores, and delivers everyday items and specialist equipment to 102 Fire Stations across London.","Unit 1 Pegasus Road, Croydon, CR0 4RN",51.35569,-0.11847,08:00:00,15:30:00,Yes,No
The Purpose of Light: Exhibition by Misan Harriman,https://programme.openhouse.org.uk/listings/13445,"The Purpose of Light, Misan Harriman’s landmark photographic exhibition, bears witness to significant  moments, not with judgment or ideology, but with a deep and unflinching empathy for the human condition. Featuring 110 unique photographs, this exhibition is a call not for division, but for togetherness.","54 Eastcastle Street, W1W 8EF",51.51651,-0.13826,10:00:00,18:00:00,No,
The Swedenborg Society,https://programme.openhouse.org.uk/listings/889,"Grade II-listed Georgian domestic building c.1760, formerly part of the Bedford Estate. Interior refurbished 1925 to form lecture hall (restored 2014), library, bookshop and offices. Oak woodwork and green Doulton tiles line the staircase.","Swedenborg House, 20-21 Bloomsbury Way, WC1A 2TH",51.51802,-0.12291,14:30:00,16:30:00,Yes,No
Timber Square,https://programme.openhouse.org.uk/listings/13868,"Step inside the Print Building at Timber Square, a former 1950s printworks reimagined as a modern, low-carbon workplace. Discover how industrial heritage, innovative timber construction and sustainable design have come together to create one of Bankside's most distinctive new workplace destinations.","Timber Square, Print Building, 25 Lavington Street, SE1 0NZ",51.50474,-0.10018,11:00:00,17:00:00,Yes,No
Walking Tour:  Charles I - Monster or Martyr ?,https://programme.openhouse.org.uk/listings/13863,Walking tour of the sites of the last days of King Charles I and the legacy of the upheavals which cost him his life and still echo to this day.,"Churchill Statue, Parliament Square, SW1P 3JX",51.50084,-0.12643,11:00:00,15:30:00,Yes,No
"Woodside Loft, 4 Singleton Scarp",https://programme.openhouse.org.uk/listings/12382,"Woodside Loft is an exceptional loft conversion and was the winner of an SBID International Design Excellence Award (2020). It's part living room, part multi-function space,  part chill-out den, part guest quarters. The conversion makes use of every inch of space and adopts unconventional ideas and solutions to achieve its design objective.","4 Singleton Scarp, N12 7AR",51.61619,-0.19194,18:30:00,20:00:00,No,
Worlds End Studios,https://programme.openhouse.org.uk/listings/13549,"The building of Worlds End Studios started life as a factory manufacturing machines for commercial baking ovens; it burned down and the remains were used as the foundations of what we know today.
Two young architects found the ruined site in 1974. They wanted to create a community workspace geared toward designers, one of the first of its kind, in London.","132-134 Lots Road, SW10 0RJ",51.47832,-0.18379,11:00:00,17:00:00,Yes,No
